# 36551,-0.21826647,-0.058506694,0.6592081,0.8358392,0.0,2125246.0,0.0,770.0,1.0,2040.0
Postal Code 	 x 	 y 	 iseecode 	 place 	 population 	 surface 	 altitude
62270	-0.12910554	0.8223386	62208	Canettemont	61	1.78	143.0
37530	-0.1518559	0.7762056	37043	Cangey	773	22.67	60.0
46240	-0.15328267	0.72604066	46054	Caniac-du-Causse	246	35.14	370.0
22480	-0.19645466	0.8008656	22029	Canihuel	409	32.33	200.0
48500	-0.13521595	0.71973443	48033	Canilhac	102	7.25	720.0
50860	-0.17205866	0.80870426	50095	Canisy	931	6.45	63.0
62310	-0.13097577	0.82625395	62209	Canlers	175	3.63	140.0
60680	-0.12765622	0.8063012	60125	Canly	683	8.15	60.0
60310	-0.12501796	0.8089339	60126	Cannectancourt	499	7.55	67.0
20151	-0.06775024	0.6709497	0	Cannelle	32	3.45	380.0
06400	-0.08872805	0.698981	6029	Cannes	67304	21.02	10.0
77130	-0.12718716	0.7881292	77061	Cannes-Écluse	2200	8.74	50.0
30260	-0.124909475	0.7090791	30066	Cannes-et-Clairan	309	12.27	80.0
80140	-0.13663593	0.8175084	80169	Cannessières	85	3.75	119.0
32400	-0.17731045	0.71247596	32074	Cannet	55	4.98	180.0
60310	-0.12607542	0.8098894	60127	Canny-sur-Matz	270	6.91	76.0
60220	-0.13810667	0.81176084	60128	Canny-sur-Thérain	147	6.03	164.0
66680	-0.14371304	0.68981177	66038	Canohès	4349	8.65	67.0
76450	-0.14989448	0.8174639	76156	Canouville	245	4.5	93.0
59267	-0.120682724	0.8187482	59125	Cantaing-sur-Escaut	415	6.42	65.0
65150	-0.17272583	0.70257384	65482	Cantaous	438	5.79	570.0
6340	-0.084648706	0.7021963	6031	Cantaron	1258	7.28	120.0
9700	-0.15854733	0.7027652	9076	Canté	179	9.76	230.0
76380	-0.14630114	0.8103528	76157	Canteleu	15430	17.73	120.0
62270	-0.12993309	0.8213508	62210	Canteleux	17	3.5	146.0
14370	-0.16015759	0.8073835	14134	Canteloup	166	2.41	41.0
50330	-0.17197675	0.81888866	50096	Canteloup	174	4.3	80.0
33460	-0.17995623	0.73813033	33091	Cantenac	1179	14.31	5.0
49460	-0.17048012	0.78084904	49055	Cantenay-Épinard	1865	16.6	30.0
27420	-0.14067964	0.8056802	27128	Cantiers	203	2.31	120.0
80500	-0.12934878	0.81148654	80170	Cantigny	124	4.08	100.0
24530	-0.16310652	0.7414609	24079	Cantillac	167	8.47	220.0
59169	-0.12062789	0.82160616	59126	Cantin	1328	9.4	50.0
12420	-0.13829085	0.72749096	12051	Cantoin	312	44.21	940.0
33760	-0.17596307	0.73137754	33092	Cantois	173	7.95	56.0
50580	-0.1761992	0.814367	50097	Canville-la-Rocque	129	5.46	35.0
76560	-0.14733866	0.816339	76158	Canville-les-Deux-Églises	299	5.85	120.0
76450	-0.14959192	0.81706816	76159	Cany-Barville	3364	13.64	25.0
27300	-0.15269192	0.8050837	27129	Caorches-Saint-Nicolas	564	11.93	167.0
22300	-0.19802964	0.8077614	22030	Caouënnec-Lanvézéac	628	7.22	90.0
80132	-0.13479571	0.82061774	80171	Caours	592	6.25	15.0
6320	-0.08355486	0.7014191	6032	Cap-d'Ail	4532	2.17	40.0
40130	-0.19429919	0.7164485	40065	Capbreton	6659	21.37	5.0
46100	-0.14814267	0.7244588	46055	Capdenac	994	11.06	260.0
12700	-0.14803746	0.72432905	12052	Capdenac-Gare	4587	20.2	180.0
24540	-0.16192035	0.7285681	24080	Capdrot	507	44.04	214.0
59213	-0.11617688	0.81972975	59127	Capelle	153	5.01	73.0
62690	-0.12611982	0.8231707	62211	Capelle-Fermont	127	3.04	90.0
27270	-0.15369335	0.8046035	27130	Capelle-les-Grands	359	13.35	190.0
62140	-0.13295838	0.8240845	62212	Capelle-lès-Hesdin	407	5.63	105.0
11700	-0.1458271	0.69951856	11068	Capendu	1380	16.0	85.0
31410	-0.1617631	0.70475763	31104	Capens	285	6.93	190.0
34310	-0.13933364	0.701038	34052	Capestang	3007	40.7	20.0
33550	-0.1770945	0.73192126	33093	Capian	624	18.34	91.0
59160	-0.121579744	0.8276565	59128	Capinghem	1524	1.87	48.0
33220	-0.17119771	0.73197746	33094	Caplong	204	9.4	80.0
9400	-0.15921138	0.69477934	9077	Capoulet-et-Junac	194	2.87	600.0
57450	-0.08165693	0.79506123	57122	Cappel	723	5.93	250.0
59630	-0.12895338	0.83337486	59130	Cappelle-Brouck	1086	17.68	2.0
59242	-0.11965324	0.8250231	59129	Cappelle-en-Pévèle	1959	8.14	42.0
59180	-0.12699626	0.8348245	59131	Cappelle-la-Grande	8613	5.48	2.0
80340	-0.12570809	0.8155847	80172	Cappy	485	12.09	45.0
33840	-0.17761174	0.7245685	33095	Captieux	1503	120.23	95.0
65130	-0.17434408	0.70286644	65127	Capvern	1074	22.23	600.0
31460	-0.1557074	0.70662373	31105	Caragoudes	213	8.31	220.0
31460	-0.15491812	0.70703244	31106	Caraman	1944	30.68	280.0
66720	-0.14687084	0.691752	66039	Caramany	165	14.29	236.0
29660	-0.20419362	0.80864465	29023	Carantec	2724	9.29	40.0
50570	-0.17282242	0.80865276	50098	Carantilly	530	10.8	80.0
46160	-0.15002985	0.7242242	46056	Carayac	82	6.97	340.0
49420	-0.17727426	0.78579175	49056	Carbay	208	7.73	70.0
81570	-0.14963013	0.7080123	81058	Carbes	182	7.36	200.0
20170	-0.06394495	0.66426826	0	Carbini	100	16.67	540.0
33560	-0.17857264	0.7354769	33096	Carbon-Blanc	6620	3.8	20.0
31390	-0.16229372	0.7040936	31107	Carbonne	3692	26.89	204.0
20133	-0.06604277	0.6706634	0	Carbuccia	254	14.57	500.0
14740	-0.16530068	0.8102104	14135	Carcagny	276	4.34	50.0
9460	-0.1528208	0.6922898	9078	Carcanières	46	6.49	1180.0
33121	-0.18453738	0.7399398	33097	Carcans	1551	201.72	21.0
40400	-0.18567549	0.71818125	40066	Carcarès-Sainte-Croix	434	15.91	34.0
11000	-0.14839326	0.70046026	11069	Carcassonne	43950	65.3	110.0
40400	-0.18574736	0.7189111	40067	Carcen-Ponson	566	36.68	44.0
83570	-0.09939838	0.69861615	83032	Carcès	2453	35.85	140.0
20229	-0.060290396	0.6759747	0	Carcheto-Brustico	18	5.21	659.0
46100	-0.14875928	0.72631955	46057	Cardaillac	498	18.26	358.0
33410	-0.1772586	0.73145485	33098	Cardan	373	4.24	80.0
31350	-0.16939934	0.703675	31108	Cardeilhac	230	18.45	440.0
64360	-0.18512778	0.7078083	64165	Cardesse	259	7.77	190.0
30350	-0.124653354	0.7112663	30068	Cardet	643	8.25	105.0
20190	-0.065893196	0.6677106	0	Cardo-Torgia	32	3.93	560.0
80260	-0.13004892	0.8166762	80173	Cardonnette	417	5.53	90.0
14230	-0.16987604	0.81307334	14136	Cardonville	78	3.37	23.0
35190	-0.18291384	0.7968447	35050	Cardroc	400	7.35	130.0
53120	-0.17140704	0.7961853	53047	Carelles	324	13.09	215.0
62144	-0.12511554	0.8234998	62213	Carency	668	8.69	100.0
46110	-0.15131555	0.7309543	46058	Carennac	373	19.1	120.0
50500	-0.17202522	0.812784	50099	Carentan	6340	15.89	20.0
56910	-0.18741931	0.7894305	56033	Carentoir	2544	59.0	50.0
20130	-0.070577025	0.67260545	0	Cargèse	982	46.77	80.0
20164	-0.065168865	0.66524684	0	Cargiaca	49	7.97	400.0
29270	-0.20196287	0.80101395	29024	Carhaix-Plouguer	7648	25.9	130.0
8110	-0.09956317	0.8068958	8090	Carignan	3259	14.18	170.0
33360	-0.17846961	0.7339804	33099	Carignan-de-Bordeaux	3094	8.74	60.0
89360	-0.11836037	0.7790758	89062	Carisey	317	11.37	133.0
9130	-0.16059817	0.7012884	9079	Carla-Bayle	645	36.12	386.0
9300	-0.15639558	0.69747955	9080	Carla-de-Roquefort	158	9.58	400.0
15130	-0.14124078	0.72881204	15028	Carlat	305	20.93	780.0
34600	-0.13627166	0.7059655	34053	Carlencas-et-Levas	88	10.99	458.0
60170	-0.12377447	0.8079774	60129	Carlepont	1369	19.66	70.0
57490	-0.08302327	0.79683524	57123	Carling	3736	2.68	238.0
11170	-0.15094173	0.70245886	11070	Carlipa	250	5.52	200.0
46500	-0.15331674	0.7278093	46059	Carlucet	171	34.0	290.0
81990	-0.14958338	0.71248704	81059	Carlus	547	10.78	240.0
24370	-0.15604107	0.73113316	24081	Carlux	624	13.33	180.0
62830	-0.13529716	0.82994837	62214	Carly	525	6.33	25.0
81400	-0.14849858	0.71519995	81060	Carmaux	10231	14.19	231.0
56340	-0.19914708	0.7879173	56034	Carnac	4444	33.65	15.0
46140	-0.15891403	0.72331506	46060	Carnac-Rouffiac	202	13.48	220.0
30260	-0.12625751	0.7080637	30069	Carnas	317	15.77	90.0
50240	-0.17609061	0.79943204	50100	Carnet	433	10.25	100.0
77400	-0.12897858	0.79791266	77062	Carnetin	436	1.59	122.0
50330	-0.1729327	0.8195451	50101	Carneville	222	7.0	90.0
59217	-0.11858326	0.8188183	59132	Carnières	930	8.1	75.0
59112	-0.121948324	0.8255082	59133	Carnin	970	2.34	28.0
22160	-0.20101136	0.8024266	22031	Carnoët	729	42.12	200.0
83660	-0.09962392	0.6956164	83033	Carnoules	2594	25.95	210.0
13470	-0.10759142	0.69567245	13119	Carnoux-en-Provence	7042	3.82	245.0
80300	-0.12556456	0.81659615	80175	Carnoy	85	2.91	95.0
56140	-0.18936893	0.7907053	56035	Caro	1096	38.23	105.0
64220	-0.1934026	0.7074104	64166	Caro	147	4.05	246.0
84330	-0.11166601	0.7111137	84030	Caromb	3117	17.91	200.0
84200	-0.11251772	0.7102507	84031	Carpentras	26090	37.89	85.0
20229	-0.060164046	0.67580247	0	Carpineto	11	2.49	660.0
14650	-0.16351406	0.80898714	14137	Carpiquet	1861	6.01	60.0
50480	-0.1727245	0.81417537	50103	Carquebut	295	8.6	22.0
44470	-0.1819864	0.7789639	44026	Carquefou	15377	43.33	30.0
83320	-0.10146097	0.69216084	83034	Carqueiranne	8436	14.88	10.0
80700	-0.12556027	0.8116515	80176	Carrépuis	218	5.58	94.0
64160	-0.18056098	0.71063614	64167	Carrère	169	6.61	243.0
64270	-0.18951443	0.71251124	64168	Carresse-Cassaber	468	13.74	30.0
78955	-0.13660106	0.7998153	78123	Carrières-sous-Poissy	13472	7.23	30.0
78420	-0.13480544	0.7990598	78124	Carrières-sur-Seine	12050	5.07	30.0
6510	-0.086207114	0.70284253	6033	Carros	10710	15.41	365.0
61320	-0.16220416	0.79769886	61074	Carrouges	743	8.58	320.0
13620	-0.11271544	0.6975754	13021	Carry-le-Rouet	6009	10.1	20.0
33390	-0.17922473	0.7397988	33100	Cars	1189	11.1	50.0
24200	-0.1571803	0.7305907	24082	Carsac-Aillac	1217	17.26	199.0
24610	-0.17120063	0.7349851	24083	Carsac-de-Gurson	189	7.1	95.0
30130	-0.11779468	0.71409535	30070	Carsan	631	11.86	140.0
27300	-0.15123898	0.80579484	27131	Carsix	233	6.6	158.0
68130	-0.07988051	0.7693176	68062	Carspach	1620	17.2	300.0
33390	-0.17853913	0.7406417	33101	Cartelègue	874	11.46	22.0
20244	-0.061307747	0.67585474	0	Carticasi	26	13.13	890.0
59244	-0.11325418	0.81673694	59134	Cartignies	1128	26.68	145.0
80200	-0.12294368	0.81495	80177	Cartigny	701	15.36	75.0
14330	-0.16963062	0.81111735	14138	Cartigny-l'Épinay	279	10.56	20.0
24170	-0.1598481	0.7300687	24084	Carves	112	10.41	240.0
14350	-0.16903567	0.80550945	14139	Carville	302	10.63	140.0
76190	-0.14825046	0.81276107	76160	Carville-la-Folletière	222	4.36	130.0
76560	-0.14882343	0.81562537	76161	Carville-Pot-de-Fer	111	5.32	130.0
62220	-0.12206146	0.8250184	62215	Carvin	17772	21.26	28.0
20237	-0.06027779	0.67733735	0	Casabianca	68	3.68	600.0
20111	-0.06813178	0.671305	0	Casaglione	292	14.96	260.0
20140	-0.06656705	0.6657176	0	Casalabriva	181	15.91	600.0
20215	-0.059697513	0.67722887	0	Casalta	37	4.93	505.0
20224	-0.06508099	0.675433	0	Casamaccioli	100	36.59	860.0
20250	-0.06289196	0.6741721	0	Casanova	264	9.98	680.0
11360	-0.1438308	0.6956901	11071	Cascastel-des-Corbières	196	15.74	150.0
66130	-0.14662464	0.6896284	66040	Casefabre	34	7.12	550.0
84750	-0.107409164	0.7066897	84032	Caseneuve	355	18.15	540.0
66600	-0.144	0.69211066	66041	Cases-de-Pène	430	13.5	89.0
20270	-0.06064531	0.67206717	0	Casevecchie	68	9.1	500.0
31420	-0.16795965	0.70393294	31109	Cassagnabère-Tournas	389	25.48	380.0
48400	-0.12825441	0.7160624	48036	Cassagnas	134	35.92	840.0
31260	-0.16576454	0.7016997	31110	Cassagne	621	11.11	323.0
46700	-0.15959707	0.72601306	46061	Cassagnes	192	11.59	200.0
66720	-0.1463254	0.69177073	66042	Cassagnes	199	15.3	340.0
12120	-0.14357156	0.7165042	12057	Cassagnes-Bégonhès	982	30.84	547.0
30350	-0.12402876	0.7111149	30071	Cassagnoles	244	5.25	130.0
34210	-0.14452976	0.7028597	34054	Cassagnoles	79	24.11	420.0
32100	-0.17154582	0.71662843	32075	Cassaigne	186	8.58	140.0
11190	-0.14976048	0.695926	11073	Cassaignes	49	3.9	420.0
15340	-0.14398295	0.7257564	15029	Cassaniouze	547	36.32	540.0
59670	-0.12636364	0.8311618	59135	Cassel	2290	13.2	176.0
40380	-0.1868194	0.71702415	40068	Cassen	372	5.88	59.0
47440	-0.1663342	0.72514915	47049	Casseneuil	2296	18.14	42.0
33190	-0.17484257	0.7292791	33102	Casseuil	367	6.42	25.0
47340	-0.16454987	0.72237957	47050	Cassignas	135	7.96	210.0
13260	-0.10804757	0.69501394	13022	Cassis	8001	26.19	23.0
44390	-0.18240595	0.7806654	44027	Casson	1320	16.18	34.0
12210	-0.1385397	0.7255587	12058	Cassuéjouls	153	10.54	920.0
29150	-0.2088305	0.8005401	29025	Cast	1382	37.42	103.0
31310	-0.16087383	0.7027128	31111	Castagnac	204	10.87	307.0
64270	-0.18954116	0.7120776	64170	Castagnède	211	8.39	30.0
31260	-0.16610128	0.7005618	31112	Castagnède	185	3.26	323.0
6670	-0.08568888	0.702771	6034	Castagniers	1359	7.01	340.0
40700	-0.1847645	0.7135269	40069	Castaignos-Souslens	358	7.7	140.0
40270	-0.1803628	0.7165877	40070	Castandet	413	17.0	97.0
81150	-0.15032068	0.71413934	81061	Castanet	198	7.15	270.0
82160	-0.15044662	0.71932244	82029	Castanet	222	22.27	375.0
12240	-0.1462277	0.71882445	12059	Castanet	524	30.93	660.0
34610	-0.13954371	0.7074232	34055	Castanet-le-Haut	167	27.56	440.0
31320	-0.1582062	0.70735	31113	Castanet-Tolosan	10250	8.29	170.0
11160	-0.1461904	0.7034727	11075	Castans	112	17.38	660.0
64170	-0.18368955	0.7103384	64171	Casteide-Cami	167	6.86	254.0
64370	-0.18394502	0.71203935	64172	Casteide-Candau	180	9.5	130.0
64460	-0.17756863	0.70825326	64173	Casteide-Doat	131	5.42	279.0
66820	-0.1496712	0.68860507	66043	Casteil	130	29.82	797.0
40330	-0.1864709	0.7142215	40074	Castel-Sarrazin	360	12.37	34.0
65330	-0.17354016	0.7041924	65128	Castelbajac	130	8.31	527.0
31160	-0.16684449	0.7003591	31114	Castelbiague	209	5.87	366.0
47240	-0.16613495	0.72056806	47051	Castelculier	1697	15.05	63.0
82100	-0.16189092	0.7167068	82030	Castelferrus	389	8.38	80.0
46140	-0.15875357	0.7248598	46062	Castelfranc	413	5.44	100.0
31230	-0.16619106	0.7058575	31115	Castelgaillard	67	6.83	270.0
31780	-0.15856609	0.71054476	31116	Castelginest	7735	8.18	129.0
47700	-0.17331345	0.7241845	47052	Casteljaloux	4755	30.8	65.0
47340	-0.16595379	0.72279775	47053	Castella	314	12.66	210.0
4120	-0.09460885	0.704615	4039	Castellane	1508	122.62	720.0
6500	-0.08229035	0.70270175	6035	Castellar	821	12.24	371.0
20213	-0.058827218	0.67762524	0	Castellare-di-Casinca	498	9.05	211.0
20212	-0.06194758	0.6750975	0	Castellare-di-Mercurio	25	6.14	620.0
84400	-0.1075861	0.70588213	84033	Castellet	106	9.54	473.0
4320	-0.09121319	0.7068858	4042	Castellet-lès-Sausses	106	54.88	840.0
20235	-0.061045103	0.6777334	0	Castello-di-Rostino	277	12.49	620.0
12800	-0.14705864	0.7172649	12060	Castelmary	114	11.81	440.0
31180	-0.15732713	0.7100513	31117	Castelmaurou	3261	16.99	218.0
82210	-0.16244243	0.7171223	82031	Castelmayran	818	15.99	90.0
33540	-0.17331927	0.7306563	33103	Castelmoron-d'Albret	62	0.04	55.0
47260	-0.1680169	0.7246522	47054	Castelmoron-sur-Lot	1664	23.4	43.0
32450	-0.16771449	0.71004725	32076	Castelnau-Barbarens	452	42.94	200.0
40360	-0.18695113	0.71533364	40071	Castelnau-Chalosse	435	10.63	83.0
32320	-0.17297006	0.71158385	32077	Castelnau-d'Anglès	90	12.02	233.0
32500	-0.16703704	0.7153805	32078	Castelnau-d'Arbieu	187	16.3	190.0
11700	-0.14425553	0.700109	11077	Castelnau-d'Aude	362	7.48	61.0
32440	-0.17447247	0.7179016	32079	Castelnau-d'Auzan	1036	44.36	150.0
31620	-0.15918118	0.7122486	31118	Castelnau-d'Estrétefonds	2812	28.72	120.0
81260	-0.14509657	0.7075455	81062	Castelnau-de-Brassac	803	72.76	560.0
34120	-0.13409466	0.7021801	34056	Castelnau-de-Guers	889	22.77	50.0
81150	-0.14972547	0.71339184	81063	Castelnau-de-Lévis	1403	21.43	180.0
12500	-0.13819912	0.7221477	12061	Castelnau-de-Mandailles	528	36.04	542.0
33480	-0.18174644	0.73844206	33104	Castelnau-de-Médoc	3165	23.92	20.0
81140	-0.15291114	0.7144136	81064	Castelnau-de-Montmiral	895	90.03	267.0
9420	-0.1616994	0.6988636	9082	Castelnau-Durban	423	13.18	400.0
34170	-0.1278667	0.7047814	34057	Castelnau-le-Lez	14214	11.26	40.0
65230	-0.17132668	0.70571786	65129	Castelnau-Magnoac	750	12.88	350.0
46170	-0.1578674	0.7205616	46063	Castelnau-Montratier	1844	73.24	250.0
12620	-0.13866979	0.71506125	12062	Castelnau-Pégayrols	282	53.18	752.0
31430	-0.16487804	0.70478743	31119	Castelnau-Picampeau	165	11.52	370.0
65700	-0.17709772	0.7118595	65130	Castelnau-Rivière-Basse	667	18.57	230.0
47200	-0.1719473	0.72825414	47056	Castelnau-sur-Gupie	681	15.41	63.0
32100	-0.16981135	0.71745616	32080	Castelnau-sur-l'Auvignon	161	10.23	166.0
40320	-0.18154065	0.71409667	40072	Castelnau-Tursan	190	9.43	150.0
30190	-0.12256844	0.71067345	30072	Castelnau-Valence	261	10.34	140.0
47290	-0.16556601	0.7259554	47055	Castelnaud-de-Gratecambe	517	17.27	210.0
24250	-0.1587639	0.73039657	24086	Castelnaud-la-Chapelle	426	21.06	140.0
11400	-0.15307717	0.7029742	11076	Castelnaudary	10851	48.04	170.0
32290	-0.17483239	0.7130913	32081	Castelnavet	155	18.04	230.0
40700	-0.18407634	0.7127404	40073	Castelner	103	5.67	200.0
66300	-0.1454818	0.6895174	66044	Castelnou	331	19.39	320.0
11300	-0.1515553	0.69762903	11078	Castelreng	165	11.34	270.0
24220	-0.15971465	0.7316144	24087	Castels	445	20.46	140.0
82400	-0.16312401	0.71999854	82032	Castelsagrat	515	22.8	160.0
82100	-0.1615699	0.7171666	82033	Castelsarrasin	11352	76.9	87.0
65350	-0.17522925	0.7062597	65131	Castelvieilh	192	5.33	350.0
33540	-0.17506863	0.73074734	33105	Castelviel	185	8.09	119.0
82120	-0.16400558	0.716925	82034	Castéra-Bouzet	131	17.97	170.0
65190	-0.17436619	0.7041137	65132	Castéra-Lanusse	32	0.87	520.0
32700	-0.16791365	0.7171852	32082	Castéra-Lectourois	296	18.99	170.0
65350	-0.17571032	0.7070576	65133	Castéra-Lou	154	4.87	310.0
64460	-0.17773972	0.70881206	64174	Castéra-Loubix	50	3.42	320.0
32410	-0.17064534	0.7146283	32083	Castéra-Verduzan	830	20.14	120.0
31350	-0.16795146	0.7047661	31121	Castéra-Vignoles	54	4.19	363.0
9130	-0.16058104	0.7009227	9083	Castéras	30	1.84	390.0
65230	-0.17020254	0.7058677	65134	Casterets	5	1.84	360.0
32380	-0.16505207	0.7151839	32084	Castéron	58	11.09	258.0
64260	-0.18362962	0.70405304	64175	Castet	155	23.65	440.0
32340	-0.16660474	0.7169989	32085	Castet-Arrouy	144	8.04	103.0
64190	-0.187219	0.7103721	64176	Castetbon	157	14.16	194.0
64300	-0.18597087	0.71161205	64177	Castétis	657	9.03	91.0
64190	-0.18733256	0.70938927	64178	Castetnau-Camblong	367	11.47	140.0
64300	-0.18650196	0.7112938	64179	Castetner	147	6.57	180.0
64330	-0.17965779	0.7120084	64180	Castetpugon	170	7.41	220.0
40260	-0.18994741	0.7197816	40075	Castets	1808	91.4	50.0
33210	-0.17543842	0.72890466	33106	Castets-en-Dorthe	1124	8.58	30.0
32170	-0.17352188	0.70759	32086	Castex	88	5.46	310.0
9350	-0.16158722	0.7017362	9084	Castex	73	7.17	360.0
32240	-0.17788833	0.71698314	32087	Castex-d'Armagnac	111	12.44	90.0
31430	-0.16492246	0.70525163	31122	Casties-Labrande	97	8.92	310.0
20218	-0.06345757	0.67855597	0	Castifao	152	42.44	560.0
20218	-0.063335575	0.6770633	0	Castiglione	25	23.26	720.0
14490	-0.16737534	0.81003785	14140	Castillon	308	11.1	80.0
6500	-0.08251912	0.70326555	6036	Castillon	282	7.59	540.0
65130	-0.17562366	0.70286286	65135	Castillon	98	3.38	550.0
33210	-0.17500077	0.72863376	33107	Castillon-de-Castets	215	4.54	53.0
31110	-0.17248873	0.69728196	31123	Castillon-de-Larboust	83	28.12	960.0
31360	-0.16737682	0.7021852	31124	Castillon-de-Saint-Martory	259	11.07	390.0
32190	-0.17356007	0.7138576	32088	Castillon-Debats	301	35.52	210.0
30210	-0.11887348	0.7095434	30073	Castillon-du-Gard	943	17.88	70.0
14140	-0.15801266	0.8051163	14141	Castillon-en-Auge	130	7.38	156.0
9800	-0.16582108	0.6981391	9085	Castillon-en-Couserans	424	5.06	542.0
33350	-0.17315172	0.7337063	33108	Castillon-la-Bataille	3113	5.7	20.0
32360	-0.16951	0.7129117	32089	Castillon-Massas	197	9.81	204.0
32490	-0.16447632	0.7093701	32090	Castillon-Savès	206	12.08	220.0
64370	-0.18427338	0.71126616	64181	Castillon(Canton d'Arthez-de-Béarn)	244	6.89	200.0
64350	-0.17865704	0.7103939	64182	Castillon(Canton de Lembeye)	57	4.74	300.0
47330	-0.16604137	0.72881216	47057	Castillonnès	1325	19.5	133.0
14330	-0.16969287	0.8118249	14142	Castilly	249	12.47	30.0
32810	-0.16958258	0.7124333	32091	Castin	261	11.4	235.0
20218	-0.061124437	0.676989	0	Castineta	53	9.47	840.0
20236	-0.063182615	0.67631334	0	Castirla	186	24.59	500.0
2680	-0.12068061	0.81268704	2142	Castres	164	5.78	75.0
81100	-0.14869875	0.7073943	81065	Castres	43496	98.9	173.0
33640	-0.17855506	0.73194385	33109	Castres-Gironde	1512	6.99	10.0
34160	-0.12664169	0.705392	34058	Castries	5146	24.09	55.0
76116	-0.14272381	0.8109932	76163	Catenay	651	5.91	160.0
60600	-0.1299301	0.8063346	60130	Catenoy	1094	12.61	61.0
20225	-0.0661831	0.67990434	0	Cateri	219	3.23	340.0
31110	-0.17282023	0.69747466	31125	Cathervielle	30	3.66	1220.0
60360	-0.13351336	0.81194514	60131	Catheux	114	11.84	101.0
60640	-0.12442571	0.8103162	60132	Catigny	182	6.75	60.0
60130	-0.13109492	0.8091691	60133	Catillon-Fumechon	517	13.29	150.0
59360	-0.11553801	0.8166982	59137	Catillon-sur-Sambre	846	13.41	149.0
66500	-0.1490338	0.6903182	66045	Catllar	639	8.07	340.0
32200	-0.16448528	0.71098715	32092	Catonvielle	62	3.09	210.0
59217	-0.11882397	0.8183172	59138	Cattenières	674	5.4	95.0
57570	-0.08790206	0.8015802	57124	Cattenom	2272	25.73	155.0
50390	-0.17545266	0.81441295	50105	Catteville	105	4.68	30.0
46150	-0.15721034	0.7255484	46064	Catus	906	21.35	168.0
50500	-0.17128877	0.8127517	50107	Catz	109	2.77	27.0
47160	-0.17211005	0.72292507	47058	Caubeyres	135	14.55	130.0
31480	-0.16278076	0.71165633	31126	Caubiac	193	8.11	270.0
64230	-0.18233058	0.70996445	64183	Caubios-Loos	411	7.26	200.0
47120	-0.17131548	0.72873706	47059	Caubon-Saint-Sauveur	241	11.5	90.0
65230	-0.17180054	0.70495445	65136	Caubous	38	3.88	375.0
31110	-0.17247275	0.6981084	31127	Caubous	12	4.0	1260.0
81200	-0.14800023	0.7058104	81066	Caucalières	297	12.82	194.0
62260	-0.12756838	0.8261359	62217	Cauchy-à-la-Tour	2856	3.14	109.0
62150	-0.12652887	0.8240604	62218	Caucourt	277	5.6	90.0
56850	-0.2012081	0.79247177	56036	Caudan	6744	42.44	50.0
76490	-0.14933766	0.8123621	76164	Caudebec-en-Caux	2342	5.08	11.0
76320	-0.14680596	0.8076314	76165	Caudebec-lès-Elbeuf	9904	3.68	13.0
11390	-0.14844422	0.703306	11079	Caudebronde	150	6.55	550.0
47220	-0.16591537	0.71930414	47060	Caudecoste	910	17.27	60.0
11230	-0.15349072	0.698782	11080	Caudeval	153	7.28	360.0
66360	-0.15252157	0.6896901	66047	Caudiès-de-Conflent	6	6.49	1620.0
66220	-0.14915644	0.6934503	66046	Caudiès-de-Fenouillèdes	598	37.85	347.0
33490	-0.1752564	0.7291756	33111	Caudrot	933	6.16	15.0
59540	-0.117996134	0.81791383	59139	Caudry	13469	13.03	115.0
60290	-0.13073921	0.80555445	60134	Cauffry	2300	4.72	43.0
27180	-0.14746274	0.803105	27132	Caugé	746	11.61	140.0
31190	-0.15921257	0.703676	31128	Caujac	437	10.83	210.0
2490	-0.121987276	0.8139439	2144	Caulaincourt	121	5.92	70.0
80590	-0.13571036	0.81456655	80179	Caulières	186	5.51	185.0
59191	-0.118515335	0.81732446	59140	Caullery	448	2.51	135.0
22350	-0.18589947	0.7975576	22032	Caulnes	2016	32.55	75.0
62140	-0.13275005	0.82310975	62219	Caumont	206	9.6	34.0
33540	-0.17321096	0.7308577	33112	Caumont	122	7.59	80.0
2300	-0.12179388	0.809801	2145	Caumont	474	5.8	81.0
27310	-0.14797987	0.80928487	27133	Caumont	995	6.09	127.0
82210	-0.16296543	0.7170715	82035	Caumont	263	15.28	130.0
32400	-0.17765681	0.71392995	32093	Caumont	103	7.06	170.0
9160	-0.1648679	0.69989496	9086	Caumont	313	9.35	355.0
14240	-0.16785794	0.80812544	14143	Caumont-l'Éventé	1192	6.41	240.0
84510	-0.11412978	0.70760375	84034	Caumont-sur-Durance	4253	18.3	80.0
47430	-0.17174208	0.7260922	47061	Caumont-sur-Garonne	545	11.71	32.0
14220	-0.16467045	0.8051	14144	Caumont-sur-Orne	75	0.92	30.0
40500	-0.18401563	0.71678555	40076	Cauna	389	12.86	40.0
79190	-0.1671973	0.75646883	79060	Caunay	173	14.5	141.0
40300	-0.19017887	0.71382564	40077	Cauneille	704	15.3	50.0
11160	-0.14584708	0.70201564	11081	Caunes-Minervois	1476	28.69	190.0
11250	-0.14806058	0.6971413	11082	Caunette-sur-Lauquet	4	0.0	429.0
11220	-0.1462031	0.69744986	11083	Caunettes-en-Val	36	8.76	210.0
40250	-0.18565436	0.71536547	40078	Caupenne	361	15.2	53.0
32110	-0.17689379	0.7155179	32094	Caupenne-d'Armagnac	377	21.81	110.0
51110	-0.111662365	0.8025796	51101	Caurel	604	9.75	110.0
